bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
611	NM_177647	chr2	+	3430336	3443648	3430398	3441261	4	3430336,3436572,3438287,3441082,	3430513,3436700,3438429,3443648,	0	Cdnf	cmpl	cmpl	0,1,0,1,
76	NM_025626	chr2	+	3630729	3699406	3690123	3696889	4	3630729,3690067,3695689,3696772,	3630908,3690251,3695840,3699406,	0	Fam107b	cmpl	cmpl	-1,0,2,0,
9	NM_001347086	chr2	+	3934954	4531315	3935809	4525340	25	3934954,3935722,4348470,4390392,4401311,4415260,4431060,4432268,4447063,4451817,4452444,4454510,4477485,4483323,4489569,4503632,4507891,4511810,4514609,4518386,4519386,4520648,4523241,4525270,4528238,	3935291,3935854,4348536,4390487,4401404,4415345,4431117,4432291,4447147,4451883,4452502,4454597,4477562,4483462,4489711,4503766,4508014,4512039,4514666,4518627,4519551,4521523,4523338,4525342,4531315,	0	Frmd4a	cmpl	cmpl	-1,0,0,0,2,2,0,0,2,2,2,0,0,2,0,1,0,0,1,1,2,2,1,2,-1,
615	NR_040500	chr2	-	4049336	4058413	4058413	4058413	3	4049336,4052977,4058204,	4049481,4053057,4058413,	0	1700080N15Rik	unk	unk	-1,-1,-1,
9	NM_172475	chr2	+	4070134	4531315	4070349	4528341	23	4070134,4348470,4390392,4401311,4415260,4431060,4432268,4447063,4451817,4452444,4454510,4477485,4483323,4489569,4503632,4507891,4511810,4514609,4518386,4519386,4520648,4523241,4528238,	4070382,4348536,4390487,4401404,4415345,4431117,4432291,4447147,4451883,4452502,4454597,4477562,4483462,4489711,4503766,4508014,4512039,4514666,4518627,4519551,4521523,4523338,4531315,	0	Frmd4a	cmpl	cmpl	0,0,0,2,2,0,0,2,2,2,0,0,2,0,1,0,0,1,1,2,2,1,2,
77	NM_001177843	chr2	+	4318247	4531315	4348470	4525340	24	4318247,4348470,4390392,4401311,4415260,4431060,4432268,4447063,4451817,4452444,4454510,4477485,4483323,4489569,4503632,4507891,4511810,4514609,4518386,4519386,4520648,4523241,4525270,4528238,	4318865,4348536,4390487,4401404,4415345,4431117,4432291,4447147,4451883,4452502,4454597,4477562,4483462,4489711,4503766,4508014,4512039,4514666,4518627,4519551,4521523,4523338,4525342,4531315,	0	Frmd4a	cmpl	cmpl	-1,0,0,2,2,0,0,2,2,2,0,0,2,0,1,0,0,1,1,2,2,1,2,-1,
619	NM_001177844	chr2	+	4477025	4531315	4483414	4528341	12	4477025,4483323,4489569,4503632,4507891,4511810,4514609,4518386,4519386,4520648,4523241,4528238,	4477562,4483462,4489711,4503766,4508014,4512039,4514666,4518627,4519551,4521523,4523338,4531315,	0	Frmd4a	cmpl	cmpl	-1,0,0,1,0,0,1,1,2,2,1,2,
619	NM_026045	chr2	-	4539438	4569358	4541717	4569253	10	4539438,4550704,4552902,4553099,4554419,4556120,4560922,4562840,4565512,4569187,	4541798,4550860,4552974,4553240,4554488,4556267,4561036,4562945,4565590,4569358,	0	Prpf18	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,
77	NM_001190400	chr2	+	4635102	4719418	4635503	4717287	9	4635102,4637752,4661490,4666807,4669991,4680349,4705727,4713804,4717225,	4635564,4637836,4661793,4666930,4670263,4680575,4705847,4713855,4719418,	0	Bend7	cmpl	cmpl	0,1,1,1,1,0,1,1,1,
77	NM_178663	chr2	+	4635102	4719418	4635503	4717287	9	4635102,4637752,4661490,4666807,4669991,4680349,4705727,4713801,4717225,	4635564,4637836,4661793,4666930,4670263,4680575,4705847,4713855,4719418,	0	Bend7	cmpl	cmpl	0,1,1,1,1,0,1,1,1,
621	NM_175400	chr2	+	4798835	4827828	4801684	4824067	9	4798835,4801603,4806454,4808858,4810456,4813960,4816735,4822743,4823852,	4799132,4801877,4806558,4808966,4810611,4814051,4816835,4822956,4827828,	0	Sephs1	cmpl	cmpl	-1,0,1,0,0,2,0,1,1,
77	NM_010726	chr2	+	4836267	4856015	4836341	4855632	9	4836267,4840099,4842869,4844621,4845942,4847984,4853240,4854947,4855578,	4836416,4840158,4842980,4844790,4846024,4848166,4853390,4855082,4856015,	0	Phyh	cmpl	cmpl	0,0,2,2,0,1,0,0,0,
622	NM_001311208	chr2	+	4893393	4903020	4893523	4902683	3	4893393,4894081,4902585,	4893581,4894177,4903020,	0	Ucma	cmpl	cmpl	0,1,1,
622	NM_001113558	chr2	+	4893393	4903020	4893523	4902683	5	4893393,4893926,4894081,4898509,4902585,	4893581,4893992,4894177,4898608,4903020,	0	Ucma	cmpl	cmpl	0,1,1,1,1,
622	NM_001165932	chr2	+	4893393	4903020	4893523	4902683	4	4893393,4893926,4894081,4902585,	4893581,4893992,4894177,4903020,	0	Ucma	cmpl	cmpl	0,1,1,1,
622	NM_026754	chr2	+	4893393	4903020	4893523	4902683	4	4893393,4894081,4898509,4902585,	4893581,4894177,4898608,4903020,	0	Ucma	cmpl	cmpl	0,1,1,1,
622	NM_001305259	chr2	-	4907995	4929616	4908664	4927967	20	4907995,4909366,4910149,4911014,4911841,4912992,4914375,4915805,4916001,4916951,4918131,4918535,4921279,4922217,4923615,4924338,4924599,4925751,4927960,4929166,	4908748,4909409,4910295,4911128,4911954,4913137,4914604,4915914,4916112,4917052,4918328,4918652,4921447,4922383,4923850,4924473,4924704,4926084,4928047,4929616,	0	Mcm10	cmpl	cmpl	0,2,0,0,1,0,2,1,1,2,0,0,0,2,1,1,1,1,0,-1,
622	NM_027290	chr2	-	4907995	4930063	4908664	4927967	20	4907995,4909366,4910149,4911014,4911841,4912992,4914375,4915805,4916001,4916951,4918131,4918535,4921279,4922217,4923615,4924338,4924599,4925751,4927960,4929976,	4908748,4909409,4910295,4911128,4911954,4913137,4914604,4915914,4916112,4917052,4918328,4918652,4921447,4922383,4923850,4924473,4924704,4926084,4928047,4930063,	0	Mcm10	cmpl	cmpl	0,2,0,0,1,0,2,1,1,2,0,0,0,2,1,1,1,1,0,-1,
77	NM_181848	chr2	-	4937913	4981210	4938622	4971977	15	4937913,4938594,4941338,4944385,4948531,4950402,4951425,4952239,4953942,4957410,4959718,4963258,4970259,4971811,4981178,	4938500,4938753,4941421,4944516,4948690,4950496,4951575,4952355,4954042,4957545,4959792,4963471,4970462,4971988,4981210,	0	Optn	cmpl	cmpl	-1,1,2,0,0,2,2,0,2,2,0,0,1,0,-1,
77	NM_028804	chr2	+	5055047	5148138	5055205	5146460	3	5055047,5058502,5146187,	5055579,5058677,5148138,	0	Ccdc3	cmpl	cmpl	0,2,0,
9	NM_001290376	chr2	-	5210728	5593318	5216254	5593253	11	5210728,5218767,5220562,5228263,5230360,5256453,5271940,5279260,5362341,5482920,5593185,	5216373,5218885,5220650,5228342,5230473,5256529,5272067,5279399,5362416,5483052,5593318,	0	Camk1d	cmpl	cmpl	1,0,2,1,2,1,0,2,2,2,0,
9	NM_001290374	chr2	-	5210728	5632034	5216280	5631509	10	5210728,5218810,5220562,5228263,5230360,5256453,5271940,5279260,5482920,5631417,	5216373,5218885,5220650,5228342,5230473,5256529,5272067,5279399,5483052,5632034,	0	Camk1d	cmpl	cmpl	0,0,2,1,2,1,0,2,2,0,
9	NM_001290375	chr2	-	5210728	5632034	5216280	5631509	11	5210728,5218810,5220562,5228263,5230360,5256453,5271940,5279260,5362341,5482920,5631417,	5216373,5218885,5220650,5228342,5230473,5256529,5272067,5279399,5362416,5483052,5632034,	0	Camk1d	cmpl	cmpl	0,0,2,1,2,1,0,2,2,2,0,
9	NM_177343	chr2	-	5210728	5632034	5216254	5631509	11	5210728,5218767,5220562,5228263,5230360,5256453,5271940,5279260,5362341,5482920,5631417,	5216373,5218885,5220650,5228342,5230473,5256529,5272067,5279399,5362416,5483052,5632034,	0	Camk1d	cmpl	cmpl	1,0,2,1,2,1,0,2,2,2,0,
628	NM_133837	chr2	-	5711565	5762232	5712125	5762180	13	5711565,5712820,5715632,5721218,5722182,5724702,5728067,5738547,5740373,5750352,5750927,5759224,5762106,	5712152,5712958,5715761,5721247,5722305,5724778,5728116,5738654,5740469,5750385,5750985,5759296,5762232,	0	Cdc123	cmpl	cmpl	0,0,0,1,1,0,2,0,0,0,2,2,0,
78	NM_016918	chr2	+	5762305	5786008	5772130	5785470	10	5762305,5772087,5773251,5778298,5779572,5780850,5781618,5781719,5783623,5785360,	5762657,5772190,5773319,5778348,5779680,5780946,5781719,5781726,5783679,5786008,	0	Nudt5	cmpl	cmpl	-1,0,0,2,1,1,1,1,2,1,
629	NM_021305	chr2	-	5788258	5812625	5789106	5812535	12	5788258,5791014,5791498,5793635,5794112,5795126,5799852,5800089,5803770,5808561,5810425,5812528,	5789293,5791091,5791690,5793833,5794273,5795280,5799962,5800221,5803849,5808627,5810493,5812625,	0	Sec61a2	cmpl	cmpl	2,0,0,0,1,0,1,1,0,0,1,0,
629	NM_001081131	chr2	-	5815331	5860064	5815979	5859943	17	5815331,5817182,5819600,5820239,5821231,5827573,5829085,5830783,5832081,5834944,5836711,5838936,5841140,5846909,5848046,5849658,5859786,	5816084,5817268,5819770,5820322,5821396,5827680,5829236,5830923,5832166,5835257,5836910,5839108,5841410,5847104,5848258,5849814,5860064,	0	Dhtkd1	cmpl	cmpl	0,1,2,0,0,1,0,1,0,2,1,0,0,0,1,1,0,
78	NM_001081132	chr2	+	5868740	5973975	5874760	5972714	22	5868740,5874742,5878204,5890740,5893179,5897045,5900263,5905658,5920816,5927586,5936173,5940554,5943386,5944484,5946633,5951383,5957380,5957734,5964169,5967609,5968780,5972704,	5868825,5875122,5878984,5890901,5893374,5897195,5900367,5905744,5920925,5927700,5936290,5940740,5943590,5944760,5946817,5951523,5957482,5957833,5964337,5967751,5968901,5973975,	0	Upf2	cmpl	cmpl	-1,0,2,2,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,
78	NM_001159657	chr2	-	6015771	6047457	6017607	6031302	4	6015771,6020084,6031164,6047167,	6018632,6020337,6031385,6047457,	0	Proser2	cmpl	cmpl	1,0,0,-1,
78	NM_144883	chr2	-	6015771	6047457	6017607	6031302	4	6015771,6020084,6031164,6047313,	6018632,6020337,6031385,6047457,	0	Proser2	cmpl	cmpl	1,0,0,-1,
631	NR_033470	chr2	+	6050140	6057842	6057842	6057842	2	6050140,6056393,	6051487,6057842,	0	Gm10857	unk	unk	-1,-1,
631	NR_033471	chr2	+	6050154	6057842	6057842	6057842	2	6050154,6056398,	6051487,6057842,	0	Gm10857	unk	unk	-1,-1,
631	NM_024208	chr2	-	6105736	6130266	6106611	6130232	5	6105736,6112854,6123686,6125739,6130062,	6106923,6113055,6123784,6125861,6130266,	0	Echdc3	cmpl	cmpl	0,0,1,2,0,
78	NR_040333	chr2	+	6110522	6238883	6238883	6238883	7	6110522,6163217,6173398,6200638,6230130,6232386,6237243,	6110593,6163302,6173546,6200749,6230473,6232488,6238883,	0	A230108P19Rik	unk	unk	-1,-1,-1,-1,-1,-1,-1,
9	NM_001080548	chr2	+	6240028	6361092	6253727	6359014	15	6240028,6253639,6308326,6311744,6317551,6326200,6332204,6338174,6340693,6341543,6344166,6344823,6344983,6347697,6357632,	6240226,6253731,6308394,6311827,6317591,6326281,6332312,6338284,6340742,6341664,6344261,6344889,6345083,6347850,6361092,	0	Usp6nl	cmpl	cmpl	-1,0,1,0,2,0,0,0,2,0,1,0,0,1,1,
9	NM_181399	chr2	+	6270007	6361092	6270063	6359014	14	6270007,6308326,6311744,6317551,6326200,6332204,6338174,6340693,6341543,6344166,6344823,6344983,6347697,6357632,	6270136,6308394,6311827,6317591,6326281,6332312,6338284,6340742,6341664,6344261,6344889,6345083,6347850,6361092,	0	Usp6nl	cmpl	cmpl	0,1,0,2,0,0,0,2,0,1,0,0,1,1,
79	NM_001160292	chr2	-	6456970	6998574	6464357	6998431	14	6456970,6464313,6471056,6477942,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,6879650,6998378,	6462947,6464485,6471236,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638885,6879686,6998574,	0	Celf2	cmpl	cmpl	-1,1,1,1,1,0,0,1,1,0,1,2,2,0,
79	NM_001160293	chr2	-	6456970	6802268	6464357	6802230	14	6456970,6464313,6467103,6471056,6477942,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,6802123,	6464051,6464485,6467247,6471236,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638885,6802268,	0	Celf2	cmpl	cmpl	-1,1,1,1,1,1,0,0,1,1,0,1,2,0,
79	NM_001110229	chr2	-	6456970	6998574	6464357	6998431	15	6456970,6464313,6467103,6471056,6477930,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,6879650,6998378,	6462947,6464485,6467247,6471236,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638885,6879686,6998574,	0	Celf2	cmpl	cmpl	-1,1,1,1,1,1,0,0,1,1,0,1,2,2,0,
79	NM_001110228	chr2	-	6456970	6802268	6464357	6802230	14	6456970,6464313,6467103,6471056,6477942,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,6802123,	6462947,6464485,6467247,6471236,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638885,6802268,	0	Celf2	cmpl	cmpl	-1,1,1,1,1,1,0,0,1,1,0,1,2,0,
79	NM_001310447	chr2	-	6456970	6638934	6464357	6638866	12	6456970,6464313,6471056,6477930,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,	6462947,6464485,6471236,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638934,	0	Celf2	cmpl	cmpl	-1,1,1,1,1,0,0,1,1,0,1,0,
79	NM_001110231	chr2	-	6456970	7314051	6464357	6638866	16	6456970,6467103,6471056,6477942,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,6879650,7102741,7313710,7313984,	6464485,6467247,6471254,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638885,6879686,7102780,7313775,7314051,	0	Celf2	cmpl	cmpl	1,1,1,1,1,0,0,1,1,0,1,0,-1,-1,-1,-1,
79	NM_001110230	chr2	-	6456970	6998574	6464357	6998431	15	6456970,6464313,6467103,6471056,6477942,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,6879650,6998378,	6462947,6464485,6467247,6471236,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638885,6879686,6998574,	0	Celf2	cmpl	cmpl	-1,1,1,1,1,1,0,0,1,1,0,1,2,2,0,
79	NM_001110232	chr2	-	6456970	7313853	6464357	6638866	16	6456970,6464313,6467103,6471056,6477942,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,6879650,7102741,7313710,	6462947,6464485,6467247,6471236,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638885,6879686,7102780,7313853,	0	Celf2	cmpl	cmpl	-1,1,1,1,1,1,0,0,1,1,0,1,0,-1,-1,-1,
79	NM_010160	chr2	-	6456970	6802268	6464357	6802230	12	6456970,6471056,6477942,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,6802123,	6464485,6471236,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638885,6802268,	0	Celf2	cmpl	cmpl	1,1,1,1,0,0,1,1,0,1,2,0,
79	NM_001347094	chr2	-	6456970	6789307	6464357	6638866	13	6456970,6467103,6471056,6477930,6503245,6517305,6521295,6525153,6532959,6541942,6581386,6638688,6789138,	6464485,6467247,6471236,6478062,6503380,6517369,6521454,6525233,6533094,6541991,6581469,6638885,6789307,	0	Celf2	cmpl	cmpl	1,1,1,1,1,0,0,1,1,0,1,0,-1,
637	NR_027890	chr2	-	6839973	6845994	6845994	6845994	1	6839973,	6845994,	0	5031426D15Rik	unk	unk	-1,
654	NR_038180	chr2	+	9107367	9115337	9115337	9115337	4	9107367,9108151,9111283,9114975,	9107500,9108260,9111562,9115337,	0	1700061F12Rik	unk	unk	-1,-1,-1,-1,
659	NM_008091	chr2	-	9774930	9796453	9776222	9795442	6	9774930,9780947,9786613,9792241,9795204,9796257,	9776507,9781073,9786759,9792778,9795837,9796453,	0	Gata3	cmpl	cmpl	0,0,1,1,0,-1,
659	NR_024257	chr2	+	9799098	9804620	9804620	9804620	5	9799098,9799618,9800395,9800859,9801648,	9799532,9799794,9800717,9800994,9804620,	0	4930412O13Rik	unk	unk	-1,-1,-1,-1,-1,
659	NR_040511	chr2	-	9800893	9807393	9807393	9807393	4	9800893,9801603,9805443,9807064,	9801179,9801648,9805520,9807393,	0	9230102O04Rik	unk	unk	-1,-1,-1,-1,
82	NM_027748	chr2	-	9832404	9966462	9834201	9966253	7	9832404,9835955,9838904,9858779,9868966,9960279,9966087,	9834319,9836062,9839154,9858862,9870798,9960522,9966462,	0	Taf3	cmpl	cmpl	2,0,2,0,1,1,0,
661	NM_001112738	chr2	-	9973884	9998363	9974652	9987564	10	9973884,9974622,9976848,9977353,9981138,9981295,9981959,9986462,9987545,9997565,	9974014,9974659,9976945,9977509,9981203,9981439,9982164,9986594,9987580,9998363,	0	Atp5c1	cmpl	cmpl	-1,2,1,1,2,2,1,1,0,-1,
661	NM_020615	chr2	-	9973884	9998363	9974652	9998256	10	9973884,9974622,9976848,9977353,9981138,9981295,9981959,9986462,9987545,9998200,	9974014,9974659,9976945,9977509,9981203,9981439,9982164,9986594,9987580,9998363,	0	Atp5c1	cmpl	cmpl	-1,2,1,1,2,2,1,1,2,0,
661	NM_025280	chr2	+	9998464	10010554	9998483	10010370	5	9998464,10003582,10007965,10008093,10009570,	9998597,10003677,10008009,10008216,10010554,	0	Kin	cmpl	cmpl	0,0,2,1,1,
661	NM_010582	chr2	-	10012443	10048536	10012606	10048430	21	10012443,10014303,10014929,10015754,10016306,10019927,10020637,10022994,10023472,10024505,10027333,10028247,10033081,10034456,10035191,10037319,10041262,10044003,10045627,10047081,10048334,	10012754,10014415,10015102,10015953,10016420,10020065,10020807,10023134,10023658,10024687,10027459,10028416,10033198,10034585,10035299,10037482,10041367,10044173,10045660,10047156,10048536,	0	Itih2	cmpl	cmpl	2,1,2,1,1,1,2,0,0,1,1,0,0,0,0,2,2,0,0,0,0,
82	NM_172471	chr2	+	10071395	10174382	10071518	10169436	14	10071395,10082536,10103371,10104807,10108052,10123623,10124625,10152855,10156414,10158372,10160353,10163376,10166941,10169104,	10071608,10082581,10103535,10104909,10108303,10123793,10124742,10153024,10156724,10158932,10160407,10163493,10167319,10174382,	0	Itih5	cmpl	cmpl	0,0,0,2,2,1,0,0,1,2,1,1,1,1,
10	NM_001198808	chr2	+	10288303	10513106	10311162	10508423	23	10288303,10298037,10311117,10319841,10322290,10355799,10357719,10363537,10374757,10379177,10441797,10448343,10460785,10465283,10474071,10475420,10486213,10493188,10495381,10495667,10496987,10498396,10508282,	10288405,10298088,10311259,10319936,10322531,10355888,10357966,10363635,10374859,10379325,10441880,10448467,10460899,10465326,10474145,10475563,10486323,10493364,10495480,10495984,10497245,10498525,10513106,	0	Sfmbt2	cmpl	cmpl	-1,-1,0,1,0,1,0,1,0,0,1,0,1,1,2,1,0,2,1,1,0,0,0,
82	NM_001198809	chr2	+	10290288	10356990	10311162	10355918	6	10290288,10298037,10311117,10319841,10322290,10355799,	10290469,10298088,10311259,10319936,10322531,10356990,	0	Sfmbt2	cmpl	cmpl	-1,-1,0,1,0,1,
10	NM_177386	chr2	+	10290288	10513106	10311162	10508423	23	10290288,10298037,10298875,10311117,10319841,10322290,10355799,10357719,10363537,10374757,10379177,10441797,10448343,10460785,10465283,10474071,10475420,10486213,10493188,10495667,10496987,10498396,10508282,	10290469,10298088,10298919,10311259,10319936,10322531,10355888,10357966,10363635,10374859,10379325,10441880,10448467,10460899,10465326,10474145,10475563,10486323,10493364,10495984,10497245,10498525,10513106,	0	Sfmbt2	cmpl	cmpl	-1,-1,-1,0,1,0,1,0,1,0,0,1,0,1,1,2,1,0,2,1,0,0,0,
664	NR_130333	chr2	+	10384515	10384599	10384599	10384599	1	10384515,	10384599,	0	Mir466m	unk	unk	-1,
664	NR_130324	chr2	+	10385081	10385202	10385202	10385202	1	10385081,	10385202,	0	Mir669f	unk	unk	-1,
664	NR_035426	chr2	+	10385347	10385466	10385466	10385466	1	10385347,	10385466,	0	Mir669e	unk	unk	-1,
664	NR_030469	chr2	+	10385642	10385739	10385739	10385739	1	10385642,	10385739,	0	Mir669b	unk	unk	-1,
664	NR_130323	chr2	+	10386195	10386316	10386316	10386316	1	10386195,	10386316,	0	Mir669d	unk	unk	-1,
664	NR_130330	chr2	+	10386823	10386921	10386921	10386921	1	10386823,	10386921,	0	Mir669l	unk	unk	-1,
664	NR_130334	chr2	+	10389496	10389582	10389582	10389582	1	10389496,	10389582,	0	Mir669d-2	unk	unk	-1,
664	NR_029648	chr2	+	10390106	10390196	10390196	10390196	1	10390106,	10390196,	0	Mir297a-2	unk	unk	-1,
664	NR_037248	chr2	+	10390392	10390476	10390476	10390476	1	10390392,	10390476,	0	Mir466o	unk	unk	-1,
664	NR_030571	chr2	+	10391783	10391880	10391880	10391880	1	10391783,	10391880,	0	Mir467c	unk	unk	-1,
664	NR_130336	chr2	+	10392067	10392157	10392157	10392157	1	10392067,	10392157,	0	Mir466b-4	unk	unk	-1,
664	NR_130338	chr2	+	10392067	10392157	10392157	10392157	1	10392067,	10392157,	0	Mir466b-6	unk	unk	-1,
664	NR_130337	chr2	+	10392069	10392157	10392157	10392157	1	10392069,	10392157,	0	Mir466b-5	unk	unk	-1,
