bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
77	NM_001159750	chr1	+	4847774	4887990	4847994	4886445	10	4847774,4857550,4868107,4876824,4879540,4880820,4881995,4883497,4885014,4886436,	4848057,4857613,4868213,4876912,4879683,4880877,4882150,4883644,4885086,4887990,	0	Tcea1	cmpl	cmpl	0,0,0,1,2,1,1,0,0,0,
77	NM_011541	chr1	+	4847774	4887990	4847994	4886445	10	4847774,4857550,4868107,4876824,4879537,4880820,4881995,4883497,4885014,4886436,	4848057,4857613,4868213,4876912,4879683,4880877,4882150,4883644,4885086,4887990,	0	Tcea1	cmpl	cmpl	0,0,0,1,2,1,1,0,0,0,
77	NM_001159751	chr1	+	4848408	4887990	4848488	4886445	10	4848408,4857550,4868107,4876824,4879537,4880820,4881995,4883497,4885014,4886436,	4848584,4857613,4868213,4876912,4879683,4880877,4882150,4883644,4885086,4887990,	0	Tcea1	cmpl	cmpl	0,0,0,1,2,1,1,0,0,0,
77	NM_001290372	chr1	-	4899656	5008815	4900554	4914046	5	4899656,4902394,4906977,4913927,5008656,	4900743,4902629,4907061,4914070,5008815,	0	Rgs20	cmpl	cmpl	0,2,2,0,-1,
77	NM_021374	chr1	-	4899656	5009620	4900554	5009460	5	4899656,4902394,4906977,4913927,5009391,	4900743,4902629,4907061,4914070,5009620,	0	Rgs20	cmpl	cmpl	0,2,2,0,0,
77	NM_001177795	chr1	-	4899656	5060366	4900554	5060258	6	4899656,4902394,4906977,4913927,5010818,5060090,	4900743,4902629,4907061,4914070,5011118,5060366,	0	Rgs20	cmpl	cmpl	0,2,2,0,0,0,
77	NM_001310442	chr1	+	5073166	5152630	5074531	5152246	13	5073166,5074497,5079089,5083443,5085695,5088109,5107470,5114357,5123164,5125892,5133830,5140028,5152185,	5073359,5074644,5079192,5083533,5085809,5088214,5107568,5114550,5123343,5126018,5133932,5140142,5152630,	0	Atp6v1h	cmpl	cmpl	-1,0,2,0,0,0,0,2,0,2,2,2,2,
77	NM_133826	chr1	+	5073166	5152630	5074531	5152246	14	5073166,5074497,5079089,5083443,5085695,5088109,5091150,5107470,5114357,5123164,5125892,5133830,5140028,5152185,	5073359,5074644,5079192,5083533,5085809,5088214,5091204,5107568,5114550,5123343,5126018,5133932,5140142,5152630,	0	Atp6v1h	cmpl	cmpl	-1,0,2,0,0,0,0,0,2,0,2,2,2,2,
627	NM_001204371	chr1	+	5578573	5596214	5579129	5592865	4	5578573,5579085,5588670,5592332,	5578744,5579386,5589023,5596214,	0	Oprk1	cmpl	cmpl	-1,0,2,1,
627	NM_011011	chr1	+	5578573	5596214	5579129	5592865	4	5578573,5579115,5588670,5592332,	5578744,5579386,5589023,5596214,	0	Oprk1	cmpl	cmpl	-1,0,2,1,
627	NM_001318735	chr1	+	5578573	5596214	5579129	5592952	4	5578573,5579085,5588670,5592332,	5578744,5579386,5589023,5596214,	0	Oprk1	cmpl	cmpl	-1,0,2,1,
630	NM_010342	chr1	-	5903787	5907479	5906384	5907374	1	5903787,	5907479,	0	Npbwr1	cmpl	cmpl	0,
632	NM_009826	chr1	+	6204742	6266185	6220083	6264356	24	6204742,6218020,6220039,6224041,6224309,6228342,6230032,6234185,6234875,6235238,6235505,6235678,6237786,6238146,6238356,6251010,6252914,6253104,6254622,6255654,6258778,6260771,6262781,6264278,	6205038,6218130,6220154,6224168,6224480,6228545,6230459,6234356,6235060,6235425,6235587,6235740,6237890,6238273,6240248,6251176,6253023,6253345,6254671,6255702,6258837,6260908,6262852,6266185,	0	Rb1cc1	cmpl	cmpl	-1,-1,0,2,0,0,2,0,0,2,0,1,0,2,0,2,0,1,2,0,0,2,1,0,
633	NM_001195732	chr1	+	6349411	6384812	6349411	6381185	5	6349411,6378653,6379520,6381120,6384350,	6349595,6378707,6379601,6381197,6384812,	0	Fam150a	cmpl	cmpl	0,1,1,1,-1,
79	NM_001244692	chr1	+	6477311	6851021	6758978	6848681	24	6477311,6477698,6727660,6743074,6758978,6761024,6785466,6792400,6797623,6799357,6800654,6807683,6810014,6817856,6823643,6832219,6832953,6834201,6834371,6835651,6838987,6845449,6847380,6848540,	6477486,6477822,6727738,6743117,6759033,6761055,6785657,6793186,6797758,6799448,6800759,6807877,6810226,6818102,6823759,6832282,6833022,6834264,6834452,6835873,6839076,6845553,6847524,6851021,	0	St18	cmpl	cmpl	-1,-1,-1,-1,0,1,2,1,1,1,2,2,1,0,0,2,2,2,2,2,2,1,0,0,
79	NM_001244693	chr1	+	6477311	6851021	6758978	6848681	23	6477311,6477698,6743074,6758978,6761024,6785466,6792400,6797623,6799357,6800654,6807683,6810014,6817856,6823643,6832219,6832953,6834201,6834371,6835651,6838987,6845449,6847380,6848540,	6477486,6477822,6743117,6759033,6761055,6785657,6793186,6797758,6799448,6800759,6807877,6810226,6818102,6823759,6832282,6833022,6834264,6834452,6835873,6839076,6845553,6847524,6851021,	0	St18	cmpl	cmpl	-1,-1,-1,0,1,2,1,1,1,2,2,1,0,0,2,2,2,2,2,2,1,0,0,
79	NM_173868	chr1	+	6720131	6851021	6758978	6848681	22	6720131,6743074,6758978,6761024,6785466,6792400,6797623,6799357,6800654,6807683,6810014,6817856,6823643,6832219,6832953,6834201,6834371,6835651,6838987,6845449,6847380,6848540,	6720321,6743117,6759033,6761055,6785657,6793186,6797758,6799448,6800759,6807877,6810226,6818102,6823759,6832282,6833022,6834264,6834452,6835873,6839076,6845553,6847524,6851021,	0	St18	cmpl	cmpl	-1,-1,0,1,2,1,1,1,2,2,1,0,0,2,2,2,2,2,2,1,0,0,
79	NR_045188	chr1	+	6720131	6851021	6851021	6851021	24	6720131,6727660,6742376,6743074,6758978,6761024,6785466,6792400,6797623,6799357,6800654,6807683,6810014,6817856,6823643,6832219,6832953,6834201,6834371,6835651,6838987,6845449,6847380,6848540,	6720321,6727738,6742449,6743117,6759033,6761055,6785657,6793186,6797758,6799448,6800759,6807877,6810226,6818102,6823759,6832282,6833022,6834264,6834452,6835873,6839076,6845553,6847524,6851021,	0	St18	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
79	NR_045189	chr1	+	6720131	6851021	6851021	6851021	23	6720131,6742376,6743074,6758978,6761024,6785466,6792400,6797623,6799357,6800654,6807683,6810014,6817856,6823643,6832219,6832953,6834201,6834371,6835651,6838987,6845449,6847380,6848540,	6720321,6742449,6743117,6759033,6761055,6785657,6793186,6797758,6799448,6800759,6807877,6810226,6818102,6823759,6832282,6833022,6834264,6834452,6835873,6839076,6845553,6847524,6851021,	0	St18	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
639	NM_183028	chr1	+	7079000	7163563	7110246	7159816	7	7079000,7110131,7110286,7137570,7150825,7153181,7159448,	7079297,7110285,7110554,7137673,7150997,7153305,7163563,	0	Pcmtd1	cmpl	cmpl	-1,0,0,1,2,0,1,
1	NM_001290390	chr1	-	8349672	9285091	8353408	8793877	21	8349672,8404136,8434960,8437913,8453327,8455370,8544658,8573138,8585345,8597003,8614712,8667740,8667870,8669006,8671906,8772696,8793850,8872094,8989119,9193112,9283346,	8353567,8404247,8435053,8438066,8453399,8455487,8544697,8573268,8585476,8597086,8614815,8667782,8667911,8669064,8671963,8772831,8793904,8872148,8989183,9193194,9285091,	0	Sntg1	cmpl	cmpl	0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,-1,-1,-1,-1,
1	NM_001290392	chr1	-	8349672	9285091	8353408	8573192	18	8349672,8404136,8434960,8437913,8453327,8455370,8544658,8573138,8614712,8667740,8667870,8669006,8671906,8772696,8793850,8989119,9193112,9283346,	8353567,8404247,8435053,8438066,8453399,8455487,8544697,8573268,8614815,8667782,8667914,8669064,8671963,8772831,8793904,8989183,9193194,9285091,	0	Sntg1	cmpl	cmpl	0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1	NM_001290393	chr1	-	8349672	9285091	8353408	8793877	20	8349672,8404136,8434960,8437913,8453327,8455370,8544658,8573138,8585345,8597003,8614712,8667740,8667870,8669006,8671906,8772696,8793850,8989119,9193112,9283346,	8353567,8404247,8435053,8438066,8453399,8455487,8544697,8573268,8585476,8597086,8614815,8667782,8667914,8669064,8671963,8772831,8793904,8989183,9193194,9285091,	0	Sntg1	cmpl	cmpl	0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,-1,-1,-1,
1	NM_027671	chr1	-	8349672	9285091	8353408	8793877	21	8349672,8404136,8434960,8437913,8453327,8455370,8544658,8573138,8585345,8597003,8614712,8667740,8667870,8669006,8671906,8772696,8793850,8872094,8989119,9193112,9283346,	8353567,8404247,8435053,8438066,8453399,8455487,8544697,8573268,8585476,8597086,8614815,8667782,8667914,8669064,8671963,8772831,8793904,8872148,8989183,9193194,9285091,	0	Sntg1	cmpl	cmpl	0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,-1,-1,-1,-1,
657	NM_021511	chr1	+	9530621	9532669	9530737	9531835	1	9530621,	9532669,	0	Rrs1	cmpl	cmpl	0,
657	NM_175236	chr1	+	9533259	9563182	9533306	9561488	14	9533259,9535120,9536930,9538136,9538531,9538836,9540751,9542213,9543346,9545322,9548722,9549010,9551994,9561404,	9533365,9535158,9536971,9538190,9538686,9539033,9540829,9542319,9543499,9545421,9548801,9549107,9552152,9563182,	0	Adhfe1	cmpl	cmpl	0,2,1,0,0,2,1,1,2,2,2,0,1,0,
657	NR_027664	chr1	+	9533259	9563182	9563182	9563182	13	9533259,9535120,9538136,9538531,9538836,9540751,9542213,9543346,9545322,9548722,9549010,9551994,9561404,	9533365,9535158,9538190,9538686,9539033,9540829,9542319,9543499,9545421,9548801,9549107,9552152,9563182,	0	Adhfe1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
82	NR_015470	chr1	-	9546046	9616306	9616306	9616306	5	9546046,9549036,9604763,9606168,9616274,	9546992,9549085,9604853,9606296,9616306,	0	2610203C22Rik	unk	unk	-1,-1,-1,-1,-1,
658	NM_178399	chr1	+	9586480	9612356	9586797	9610110	6	9586480,9592187,9598525,9605049,9607806,9609926,	9586864,9592243,9598688,9605111,9607898,9612356,	0	3110035E14Rik	cmpl	cmpl	0,1,0,1,0,2,
658	NM_001290397	chr1	-	9652624	9685423	9655097	9685168	15	9652624,9657425,9657753,9658314,9658958,9661180,9663485,9666998,9668310,9670849,9672774,9675294,9677931,9678500,9685148,	9655226,9657530,9657870,9658429,9659101,9661549,9663719,9667103,9668382,9671024,9672995,9675387,9678003,9678606,9685423,	0	Mybl1	cmpl	cmpl	0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,
658	NM_008651	chr1	-	9652624	9685423	9655097	9685168	16	9652624,9656792,9657425,9657753,9658314,9658958,9661180,9663485,9666998,9668310,9670849,9672774,9675294,9677931,9678500,9685148,	9655226,9656972,9657530,9657870,9658429,9659101,9661549,9663719,9667103,9668382,9671024,9672995,9675387,9678003,9678606,9685423,	0	Mybl1	cmpl	cmpl	0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,
659	NM_173443	chr1	-	9703835	9733596	9709695	9733370	3	9703835,9722179,9730663,	9710564,9722266,9733596,	0	Vcpip1	cmpl	cmpl	1,1,0,
659	NR_040462	chr1	+	9732861	9756470	9756470	9756470	4	9732861,9737662,9755885,9756173,	9733818,9737778,9756009,9756470,	0	1700034P13Rik	unk	unk	-1,-1,-1,-1,
82	NM_133220	chr1	+	9783343	9887782	9850466	9884104	18	9783343,9812226,9850344,9853596,9856843,9857471,9862379,9864239,9865545,9866791,9866973,9869620,9869838,9870880,9871260,9874083,9876574,9883933,	9783460,9812333,9850562,9853680,9856916,9857547,9862467,9864289,9865603,9866875,9867105,9869733,9869875,9870967,9871356,9874239,9876664,9887782,	0	Sgk3	cmpl	cmpl	-1,-1,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,
82	NM_177547	chr1	+	9783343	9887782	9850466	9884104	17	9783343,9850344,9853596,9856843,9857471,9862379,9864239,9865545,9866791,9866973,9869620,9869838,9870880,9871260,9874083,9876574,9883933,	9783460,9850562,9853680,9856916,9857547,9862467,9864289,9865603,9866875,9867105,9869733,9869875,9870967,9871356,9874239,9876664,9887782,	0	Sgk3	cmpl	cmpl	-1,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,
660	NM_001037759	chr1	+	9833494	9887782	9850466	9884104	17	9833494,9850344,9853596,9856843,9857471,9862379,9864239,9865545,9866791,9866973,9869620,9869838,9870880,9871260,9874083,9876574,9883933,	9833599,9850562,9853680,9856916,9857547,9862467,9864289,9865603,9866875,9867105,9869733,9869875,9870967,9871356,9874239,9876664,9887782,	0	Sgk3	cmpl	cmpl	-1,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,
660	NM_177722	chr1	+	9893851	9926168	9896932	9925758	15	9893851,9896888,9897123,9897327,9900687,9901529,9901763,9904233,9905648,9909270,9915994,9917215,9919136,9922209,9925591,	9893904,9897026,9897254,9897387,9900883,9901652,9901868,9904359,9905886,9909476,9916161,9917395,9919279,9922319,9926168,	0	Mcmdc2	cmpl	cmpl	-1,0,1,0,0,1,1,1,1,2,1,0,0,2,1,
660	NR_024067	chr1	-	9927238	9929332	9929332	9929332	4	9927238,9927536,9927823,9929233,	9927369,9927605,9927931,9929332,	0	Snhg6	unk	unk	-1,-1,-1,-1,
660	NR_004410	chr1	-	9927683	9927757	9927757	9927757	1	9927683,	9927757,	0	Snord87	unk	unk	-1,
660	NM_001285425	chr1	-	9945376	9952699	9948621	9952699	2	9945376,9952312,	9948735,9952699,	0	Tcf24	cmpl	cmpl	0,0,
82	NR_110971	chr1	-	9953835	9994350	9994350	9994350	7	9953835,9970805,9980359,9984614,9985184,9988448,9994285,	9954145,9970923,9980491,9984753,9985351,9988667,9994350,	0	Ppp1r42	unk	unk	-1,-1,-1,-1,-1,-1,-1,
82	NM_145692	chr1	-	9953835	9994350	9954033	9988577	9	9953835,9961800,9964029,9970805,9980359,9984614,9985184,9988448,9994285,	9954145,9961960,9964161,9970923,9980476,9984753,9985351,9988667,9994350,	0	Ppp1r42	cmpl	cmpl	2,1,1,0,0,2,0,0,-1,
661	NM_001277101	chr1	-	10009813	10023373	10010192	10023224	8	10009813,10012316,10015812,10017552,10018471,10019221,10020142,10023132,	10010277,10012465,10015924,10017638,10018537,10019350,10020377,10023373,	0	Cops5	cmpl	cmpl	2,0,2,0,0,0,2,0,
661	NM_013715	chr1	-	10009813	10023373	10010192	10023026	8	10009813,10012316,10015812,10017552,10018471,10019221,10020142,10022883,	10010277,10012465,10015924,10017638,10018537,10019350,10020377,10023373,	0	Cops5	cmpl	cmpl	2,0,2,0,0,0,2,0,
661	NR_102282	chr1	-	10009813	10023373	10023373	10023373	8	10009813,10012316,10015812,10017552,10018471,10019221,10020142,10022875,	10010277,10012465,10015924,10017638,10018537,10019350,10020377,10023373,	0	Cops5	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
82	NM_026493	chr1	+	10023431	10121982	10030299	10121359	30	10023431,10030289,10032637,10043933,10049546,10050536,10051639,10060073,10062385,10067466,10068714,10070960,10073264,10074095,10075401,10081079,10089425,10093582,10097606,10098089,10098816,10101231,10101827,10111553,10112636,10115199,10117667,10118377,10119305,10121147,	10023558,10030398,10032740,10044037,10049627,10050635,10052034,10060160,10062456,10067560,10068772,10071166,10073398,10074174,10075531,10081227,10089578,10093695,10097756,10098236,10098921,10101298,10101945,10111693,10112777,10115246,10117731,10118487,10119444,10121982,	0	Cspp1	cmpl	cmpl	-1,0,0,1,0,0,0,2,2,1,2,0,2,1,2,0,1,1,0,0,0,0,1,2,1,1,0,1,0,1,
662	NM_001102430	chr1	-	10122720	10217884	10124045	10217708	38	10122720,10125680,10126772,10127789,10129931,10132616,10137014,10138599,10138820,10139494,10142127,10143113,10144781,10145090,10145914,10146176,10148910,10158047,10158407,10159280,10165039,10166083,10168876,10169189,10169599,10173970,10174440,10174652,10179470,10184056,10184942,10190021,10194638,10198257,10199338,10201050,10201742,10217584,	10124210,10125798,10126911,10127958,10130071,10132749,10137087,10138738,10138956,10139624,10142258,10143274,10144954,10145242,10146084,10146217,10149001,10158198,10158566,10159409,10165191,10166255,10168961,10169395,10169711,10174172,10174549,10174892,10179705,10184190,10185118,10190123,10194915,10198437,10199485,10201207,10201773,10217884,	0	Arfgef1	cmpl	cmpl	0,2,1,0,1,0,2,1,0,2,0,1,2,0,1,2,1,0,0,0,1,0,2,0,2,1,0,0,2,0,1,1,0,0,0,2,1,0,
10	NM_001289497	chr1	-	10309932	10705159	10310337	10466233	10	10309932,10314686,10322480,10393482,10394470,10462238,10466227,10469162,10580833,10704825,	10310525,10314771,10322683,10393573,10394581,10462343,10466329,10469277,10580909,10705159,	0	Cpa6	cmpl	cmpl	1,0,1,0,0,0,0,-1,-1,-1,
10	NM_177834	chr1	-	10309932	10705159	10310337	10704941	11	10309932,10314686,10322480,10393482,10394470,10462238,10466227,10469162,10474038,10580833,10704825,	10310525,10314771,10322683,10393573,10394581,10462343,10466329,10469277,10474163,10580909,10705159,	0	Cpa6	cmpl	cmpl	1,0,1,0,0,0,0,2,0,2,0,
83	NM_029525	chr1	+	10978678	11288896	10979006	11282967	40	10978678,11046539,11051007,11053224,11065236,11074930,11083676,11086277,11092816,11095495,11097956,11108334,11109027,11117551,11121978,11125169,11125449,11127862,11135023,11138756,11141454,11145309,11147453,11155066,11155797,11167068,11169659,11170343,11171100,11171850,11178726,11185048,11189279,11193725,11216895,11250892,11251182,11270270,11274466,11282921,	10979123,11046611,11051130,11053329,11065338,11075092,11083810,11086381,11092966,11095640,11098057,11108438,11109077,11117627,11122051,11125312,11125542,11128011,11135109,11138893,11141572,11145494,11147615,11155289,11156005,11167248,11169754,11170426,11171191,11171979,11178768,11185266,11189382,11193869,11217010,11250959,11251373,11270373,11274534,11288896,	0	Prex2	cmpl	cmpl	0,0,0,0,0,0,0,2,1,1,2,1,0,2,0,1,0,0,2,1,0,1,0,0,1,2,2,1,0,1,1,1,0,1,1,2,0,2,0,2,
83	NM_001033636	chr1	+	11249176	11288896	11251185	11282967	6	11249176,11250892,11251182,11270270,11274466,11282921,	11249309,11250959,11251373,11270373,11274534,11288896,	0	Prex2	cmpl	cmpl	-1,-1,0,2,0,2,
10	NM_001160370	chr1	+	11399318	11587035	11399782	11581548	7	11399318,11497131,11503791,11530367,11548176,11573587,11581364,	11399851,11497279,11503923,11530496,11548205,11573760,11587035,	0	A830018L16Rik	cmpl	cmpl	0,0,1,1,1,0,2,
10	NM_001160371	chr1	+	11399318	11587035	11399782	11582198	8	11399318,11497131,11503791,11530367,11548176,11573587,11581364,11582178,	11399851,11497279,11503923,11530496,11548205,11573760,11581531,11587035,	0	A830018L16Rik	cmpl	cmpl	0,0,1,1,1,0,2,1,
10	NM_001160369	chr1	+	11399318	11961116	11399782	11960180	14	11399318,11497131,11503791,11530367,11548176,11573587,11581364,11733178,11783694,11815028,11918757,11936176,11957259,11960136,	11399851,11497279,11503923,11530496,11548205,11573760,11581531,11733314,11783780,11815105,11918805,11936270,11957316,11961116,	0	A830018L16Rik	cmpl	cmpl	0,0,1,1,1,0,2,1,2,1,0,0,1,1,
10	NM_001310451	chr1	+	11399318	11961116	11399782	11960180	13	11399318,11497131,11503791,11530367,11548176,11573587,11581364,11733178,11783694,11815028,11936176,11957259,11960136,	11399851,11497279,11503923,11530496,11548205,11573760,11581531,11733305,11783780,11815105,11936270,11957316,11961116,	0	A830018L16Rik	cmpl	cmpl	0,0,1,1,1,0,2,1,2,1,0,1,1,
10	NM_177173	chr1	+	11399318	11961116	11399782	11960180	14	11399318,11497131,11503791,11530367,11548176,11573587,11581364,11733178,11783694,11815028,11918757,11936176,11957259,11960136,	11399851,11497279,11503923,11530496,11548205,11573760,11581531,11733305,11783780,11815105,11918805,11936270,11957316,11961116,	0	A830018L16Rik	cmpl	cmpl	0,0,1,1,1,0,2,1,2,1,0,0,1,1,
679	NR_105759	chr1	+	12411199	12411320	12411320	12411320	1	12411199,	12411320,	0	Mir6341	unk	unk	-1,
681	NR_045297	chr1	+	12652776	12658304	12658304	12658304	3	12652776,12656529,12656674,	12654306,12656569,12658304,	0	Gm17644	unk	unk	-1,-1,-1,
85	NM_001198565	chr1	+	12677643	12845586	12771740	12844056	22	12677643,12713807,12771292,12771681,12781979,12790393,12793067,12802551,12803591,12805614,12806008,12807183,12821326,12823572,12825042,12825616,12826656,12827862,12833308,12833544,12835973,12844025,	12677898,12713902,12771365,12771912,12782219,12790545,12793237,12802702,12803767,12805743,12806065,12807313,12821543,12823825,12825139,12825711,12826722,12828038,12833451,12833668,12836007,12845586,	0	Sulf1	cmpl	cmpl	-1,-1,-1,0,1,1,0,2,0,2,2,2,0,1,2,0,2,2,1,0,1,2,
85	NM_001198566	chr1	+	12677643	12845586	12771740	12844056	21	12677643,12771292,12771681,12781979,12790393,12793067,12802551,12803591,12805614,12806008,12807183,12821326,12823572,12825042,12825616,12826656,12827862,12833308,12833544,12835973,12844025,	12677898,12771365,12771912,12782219,12790545,12793237,12802702,12803767,12805743,12806065,12807313,12821543,12823825,12825139,12825711,12826722,12828038,12833451,12833668,12836007,12845586,	0	Sulf1	cmpl	cmpl	-1,-1,0,1,1,0,2,0,2,2,2,0,1,2,0,2,2,1,0,1,2,
85	NM_172294	chr1	+	12703758	12845586	12771740	12844056	22	12703758,12713807,12771292,12771681,12781979,12790393,12793067,12802551,12803591,12805614,12806008,12807183,12821326,12823572,12825042,12825616,12826656,12827862,12833308,12833544,12835973,12844025,	12703997,12713902,12771365,12771912,12782219,12790545,12793237,12802702,12803767,12805743,12806065,12807313,12821543,12823825,12825139,12825711,12826722,12828038,12833451,12833668,12836007,12845586,	0	Sulf1	cmpl	cmpl	-1,-1,-1,0,1,1,0,2,0,2,2,2,0,1,2,0,2,2,1,0,1,2,
85	NM_172841	chr1	-	12851762	12976349	12857081	12975709	9	12851762,12861523,12864351,12866506,12879640,12906251,12924202,12929193,12974793,	12857542,12861588,12864593,12866666,12879839,12906416,12924414,12929326,12976349,	0	Slco5a1	cmpl	cmpl	1,2,0,2,1,1,2,1,0,
85	NM_001081209	chr1	-	13098641	13112377	13099473	13111049	8	13098641,13100993,13103976,13107574,13109576,13109832,13110379,13112323,	13099701,13101095,13104179,13107845,13109734,13109886,13111070,13112377,	0	Prdm14	cmpl	cmpl	0,0,1,0,1,1,0,-1,
85	NM_001302702	chr1	-	13124318	13357643	13127974	13209908	22	13124318,13132088,13133530,13134144,13135903,13137592,13138010,13141583,13145374,13147286,13152109,13159292,13162287,13165694,13166429,13169388,13171946,13175300,13206520,13209822,13271182,13357396,	13127986,13132178,13133729,13134322,13136132,13137670,13138289,13141749,13145504,13147502,13152320,13160562,13162435,13165838,13166531,13169577,13172124,13175404,13206693,13209927,13271239,13357643,	0	Ncoa2	cmpl	cmpl	0,0,2,1,0,0,0,2,1,1,0,2,1,1,1,1,0,1,2,0,-1,-1,
85	NM_008678	chr1	-	13124318	13359297	13127974	13209908	23	13124318,13132088,13133530,13134144,13135903,13137592,13138010,13141583,13145374,13147286,13150109,13152109,13159292,13162287,13165694,13166429,13169388,13171946,13175300,13206520,13209822,13271182,13359151,	13127986,13132178,13133729,13134322,13136132,13137670,13138289,13141749,13145504,13147502,13150316,13152320,13160562,13162435,13165838,13166531,13169577,13172124,13175404,13206693,13209927,13271239,13359297,	0	Ncoa2	cmpl	cmpl	0,0,2,1,0,0,0,2,1,1,1,0,2,1,1,1,1,0,1,2,0,-1,-1,
688	NM_028173	chr1	-	13549906	13575124	13551536	13574936	11	13549906,13554684,13555152,13557016,13557217,13561581,13563313,13564663,13564903,13566236,13574813,	13551610,13554845,13555296,13557121,13557288,13561666,13563372,13564780,13565025,13566300,13575124,	0	Tram1	cmpl	cmpl	1,2,2,2,0,2,0,0,1,0,0,
10	NM_145381	chr1	-	13611113	13645723	13612074	13645664	7	13611113,13612569,13615278,13623444,13632598,13635934,13645542,	13612118,13612651,13615427,13623623,13632725,13636098,13645723,	0	Lactb2	cmpl	cmpl	1,0,1,2,1,2,0,
689	NM_001011873	chr1	+	13653984	13686937	13657706	13686597	4	13653984,13657339,13669269,13685968,	13654081,13657978,13669490,13686937,	0	Xkr9	cmpl	cmpl	-1,0,2,1,
690	NR_004447	chr1	-	13770898	13772143	13772143	13772143	1	13770898,	13772143,	0	Gm5523	unk	unk	-1,
86	NM_001252192	chr1	-	14154171	14295413	14156129	14289663	17	14154171,14164693,14168370,14168594,14169562,14169839,14194108,14214706,14216626,14237641,14238233,14255918,14259278,14259747,14268334,14289638,14294859,	14156210,14164794,14168492,14168709,14169723,14169898,14194198,14214790,14216766,14237828,14238316,14256056,14259421,14259817,14268412,14289688,14295413,	0	Eya1	cmpl	cmpl	0,1,2,1,2,0,0,0,1,0,1,1,2,1,1,0,-1,
